timestep,episode_num,score,steps,survival_time,lines_cleared,single_clears,double_clears,triple_clears,tetris_clears,total_pieces,piece_I,piece_O,piece_T,piece_L,piece_J,piece_S,piece_Z,actions_taken,rotations,left_moves,right_moves,soft_drops,hard_drops,no_ops,invalid_actions,holes_created,max_height,avg_height,total_bumpiness,wells_created,coverage,max_combo,unique_states,state_revisits,lines_per_piece,score_per_piece,invalid_action_rate,tetris_rate
27540,280,0,97,97,0,0,0,0,0,14,2,1,2,2,2,3,2,97,17,20,13,14,13,20,2,78,20,13.40000057220459,26,0,0.28,0,15,82,0.0,0.0,0.020618556701030927,0.0
27784,281,0,94,94,0,0,0,0,0,12,2,1,2,2,2,2,1,94,19,21,20,10,10,14,2,35,20,8.300000190734863,42,2,0.24,0,13,81,0.0,0.0,0.02127659574468085,0.0
28068,282,0,207,207,0,0,0,0,0,18,2,3,2,3,3,2,3,207,34,44,46,21,17,45,9,63,20,13.5,36,3,0.36,0,19,188,0.0,0.0,0.043478260869565216,0.0
28288,283,0,215,215,0,0,0,0,0,14,2,2,2,2,2,2,2,215,34,51,49,27,12,42,8,84,20,14.0,25,2,0.28,0,15,200,0.0,0.0,0.037209302325581395,0.0
28372,284,0,208,208,0,0,0,0,0,17,2,3,2,3,3,2,2,208,34,54,32,22,15,51,6,65,20,13.300000190734863,28,1,0.34,0,18,190,0.0,0.0,0.028846153846153848,0.0
28388,285,0,151,151,0,0,0,0,0,14,2,2,2,2,2,2,2,151,23,36,43,14,14,21,10,54,20,11.0,47,3,0.28,0,15,136,0.0,0.0,0.06622516556291391,0.0
28776,286,0,97,97,0,0,0,0,0,13,2,2,2,2,2,2,1,97,19,14,18,14,12,20,1,60,20,11.199999809265137,40,1,0.26,0,14,83,0.0,0.0,0.010309278350515464,0.0
28816,287,0,187,187,0,0,0,0,0,16,2,3,1,3,2,3,2,187,36,41,34,16,16,44,11,46,19,11.0,28,1,0.32,0,16,171,0.0,0.0,0.058823529411764705,0.0
28876,288,0,147,147,0,0,0,0,0,11,2,0,2,2,1,2,2,147,31,27,29,11,11,38,2,44,19,8.800000190734863,46,3,0.22,0,11,136,0.0,0.0,0.013605442176870748,0.0
28988,289,0,154,154,0,0,0,0,0,15,2,2,3,2,2,2,2,154,28,22,29,11,15,49,5,56,20,11.59999942779541,38,1,0.3,0,16,138,0.0,0.0,0.032467532467532464,0.0
29096,290,0,80,80,0,0,0,0,0,13,2,2,1,2,2,2,2,80,18,15,18,4,13,12,3,61,19,11.300000190734863,28,2,0.26,0,14,66,0.0,0.0,0.0375,0.0
29380,291,0,98,98,0,0,0,0,0,14,2,2,3,2,2,1,2,98,23,16,24,8,14,13,0,85,20,14.09999942779541,30,2,0.28,0,15,83,0.0,0.0,0.0,0.0
29420,292,0,136,136,0,0,0,0,0,14,2,2,2,1,2,3,2,136,31,26,23,14,12,30,4,51,20,10.700000762939453,37,1,0.28,0,15,121,0.0,0.0,0.029411764705882353,0.0
29508,293,0,173,173,0,0,0,0,0,13,2,2,2,1,2,2,2,173,43,35,29,20,11,35,3,44,20,9.59999942779541,39,3,0.26,0,14,159,0.0,0.0,0.017341040462427744,0.0
29796,294,0,72,72,0,0,0,0,0,9,1,2,2,2,0,1,1,72,12,13,13,16,8,10,0,37,20,7.300000190734863,40,0,0.18,0,10,62,0.0,0.0,0.0,0.0
29820,295,0,181,181,0,0,0,0,0,17,2,3,2,3,2,3,2,181,18,48,36,22,16,41,1,54,20,12.200000762939453,34,2,0.34,0,18,163,0.0,0.0,0.0055248618784530384,0.0
29992,296,0,153,153,0,0,0,0,0,16,2,3,3,3,2,2,1,153,22,34,35,19,14,29,1,66,19,13.0,27,2,0.32,0,17,136,0.0,0.0,0.006535947712418301,0.0
30104,297,0,171,171,0,0,0,0,0,15,3,2,2,2,2,2,2,171,22,38,33,23,14,41,2,77,20,13.699999809265137,19,1,0.3,0,16,155,0.0,0.0,0.011695906432748537,0.0
30488,298,0,167,167,0,0,0,0,0,17,3,2,3,3,2,2,2,167,29,39,37,13,16,33,5,61,20,12.899999618530273,36,2,0.34,0,18,149,0.0,0.0,0.029940119760479042,0.0
30500,299,0,176,176,0,0,0,0,0,15,2,2,2,2,2,2,3,176,33,40,40,20,14,29,10,57,20,11.699999809265137,37,2,0.3,0,16,160,0.0,0.0,0.056818181818181816,0.0
30596,300,0,123,123,0,0,0,0,0,13,2,2,1,2,2,2,2,123,14,35,27,9,13,25,0,39,19,9.100000381469727,37,1,0.26,0,14,109,0.0,0.0,0.0,0.0
30780,301,0,197,197,0,0,0,0,0,12,2,2,2,2,1,1,2,197,27,40,38,32,11,49,6,40,19,8.800000190734863,40,2,0.24,0,13,184,0.0,0.0,0.030456852791878174,0.0
30888,302,0,97,97,0,0,0,0,0,10,2,2,1,1,0,2,2,97,12,19,18,12,9,27,0,37,20,7.699999809265137,40,0,0.2,0,11,86,0.0,0.0,0.0,0.0
30920,303,0,81,81,0,0,0,0,0,13,2,2,1,2,2,2,2,81,6,20,17,16,12,10,1,62,20,11.399999618530273,40,1,0.26,0,13,68,0.0,0.0,0.012345679012345678,0.0
31224,304,0,184,184,0,0,0,0,0,14,1,2,2,3,2,2,2,184,35,44,44,18,14,29,4,67,19,12.300000190734863,37,2,0.28,0,15,169,0.0,0.0,0.021739130434782608,0.0
31336,305,0,112,112,0,0,0,0,0,12,1,2,2,2,2,2,1,112,22,19,16,13,11,31,6,43,20,9.100000381469727,41,3,0.24,0,12,100,0.0,0.0,0.05357142857142857,0.0
31556,306,0,194,194,0,0,0,0,0,17,2,2,3,3,2,2,3,194,41,40,35,30,14,34,6,70,20,13.800000190734863,46,3,0.34,0,18,176,0.0,0.0,0.030927835051546393,0.0
31744,307,0,206,206,0,0,0,0,0,16,3,3,2,2,2,3,1,206,34,41,49,25,15,42,9,67,20,13.09999942779541,42,3,0.32,0,17,189,0.0,0.0,0.043689320388349516,0.0
31836,308,0,125,125,0,0,0,0,0,12,2,1,2,2,2,2,1,125,28,20,23,19,11,24,0,44,20,9.199999809265137,40,1,0.24,0,13,112,0.0,0.0,0.0,0.0
32036,309,0,203,203,0,0,0,0,0,19,3,3,3,2,3,3,2,203,40,53,36,10,18,46,8,62,20,13.800000190734863,25,2,0.38,0,19,184,0.0,0.0,0.03940886699507389,0.0
32140,310,0,146,146,0,0,0,0,0,15,2,2,2,2,1,3,3,146,32,26,29,22,14,23,9,83,20,14.299999237060547,26,1,0.3,0,16,130,0.0,0.0,0.06164383561643835,0.0
32260,311,0,129,129,0,0,0,0,0,14,1,2,3,2,2,2,2,129,20,23,24,22,14,26,4,28,19,8.399999618530273,39,1,0.28,0,14,115,0.0,0.0,0.031007751937984496,0.0
32592,312,0,83,83,0,0,0,0,0,12,2,2,1,2,1,2,2,83,12,14,16,10,11,20,0,65,19,11.300000190734863,38,2,0.24,0,13,70,0.0,0.0,0.0,0.0
32828,313,0,172,172,0,0,0,0,0,15,2,2,3,3,2,2,1,172,24,44,35,19,13,37,7,57,20,11.699999809265137,40,2,0.3,0,16,156,0.0,0.0,0.040697674418604654,0.0
32948,314,0,278,278,0,0,0,0,0,20,3,3,3,3,2,3,3,278,56,50,55,48,15,54,27,62,20,14.199999809265137,31,2,0.4,0,21,257,0.0,0.0,0.09712230215827339,0.0
32984,315,0,98,98,0,0,0,0,0,12,1,2,2,2,2,1,2,98,20,19,26,10,11,12,1,72,20,12.0,28,0,0.24,0,13,85,0.0,0.0,0.01020408163265306,0.0
33168,316,0,283,283,0,0,0,0,0,20,3,2,3,3,3,3,3,283,39,55,63,31,14,81,22,78,20,15.800000190734863,21,2,0.4,0,21,262,0.0,0.0,0.07773851590106007,0.0
33400,317,0,104,104,0,0,0,0,0,13,2,2,1,2,2,2,2,104,14,23,20,13,11,23,1,31,20,8.300000190734863,40,0,0.26,0,14,90,0.0,0.0,0.009615384615384616,0.0
33908,318,0,270,270,0,0,0,0,0,16,3,3,2,2,2,2,2,270,45,49,56,45,15,60,13,38,20,10.199999809265137,30,2,0.32,0,17,253,0.0,0.0,0.04814814814814815,0.0
33936,319,0,247,247,0,0,0,0,0,14,2,1,2,2,2,3,2,247,39,48,45,29,13,73,25,67,19,12.300000190734863,38,2,0.28,0,15,232,0.0,0.0,0.10121457489878542,0.0
34092,320,0,231,231,0,0,0,0,0,16,2,2,2,3,3,2,2,231,31,52,56,30,12,50,10,67,20,13.09999942779541,37,3,0.32,0,16,215,0.0,0.0,0.04329004329004329,0.0
34672,321,0,191,191,0,0,0,0,0,14,2,1,2,2,2,2,3,191,31,41,50,18,12,39,9,55,20,11.100000381469727,29,2,0.28,0,15,176,0.0,0.0,0.04712041884816754,0.0
34736,322,0,161,161,0,0,0,0,0,12,2,1,2,1,2,2,2,161,24,36,34,26,9,32,1,41,20,8.899999618530273,41,2,0.24,0,13,148,0.0,0.0,0.006211180124223602,0.0
34896,323,0,240,240,0,0,0,0,0,12,2,1,1,2,2,2,2,240,40,48,68,25,10,49,22,30,19,7.799999713897705,42,3,0.24,0,12,228,0.0,0.0,0.09166666666666666,0.0
35244,324,0,461,461,0,0,0,0,0,19,3,3,2,3,3,2,3,461,77,83,121,55,13,112,66,66,19,14.199999809265137,24,2,0.38,0,20,441,0.0,0.0,0.14316702819956617,0.0
35332,325,0,165,165,0,0,0,0,0,14,2,2,3,2,2,1,2,165,29,37,31,22,13,33,0,55,20,11.100000381469727,38,1,0.28,0,15,150,0.0,0.0,0.0,0.0
35524,326,0,197,197,0,0,0,0,0,14,2,2,3,2,2,2,1,197,33,52,38,23,13,38,11,26,19,8.199999809265137,36,2,0.28,0,15,182,0.0,0.0,0.05583756345177665,0.0
35772,327,0,219,219,0,0,0,0,0,16,2,2,1,2,3,3,3,219,37,63,39,22,16,42,22,80,19,14.40000057220459,28,2,0.32,0,17,202,0.0,0.0,0.1004566210045662,0.0
36048,328,0,201,201,0,0,0,0,0,13,2,2,2,2,2,2,1,201,27,34,50,29,11,50,15,52,19,10.399999618530273,31,1,0.26,0,14,187,0.0,0.0,0.07462686567164178,0.0
36348,329,0,254,254,0,0,0,0,0,17,3,3,3,1,2,3,2,254,39,64,45,28,15,63,17,60,20,12.799999237060547,26,0,0.34,0,17,237,0.0,0.0,0.06692913385826772,0.0
36356,330,0,146,146,0,0,0,0,0,12,1,2,2,2,1,2,2,146,24,33,20,18,11,40,7,41,19,8.899999618530273,37,2,0.24,0,13,133,0.0,0.0,0.04794520547945205,0.0
36624,331,0,275,275,0,0,0,0,0,16,2,3,3,2,2,2,2,275,44,50,62,36,15,68,13,57,19,12.100000381469727,33,2,0.32,0,17,258,0.0,0.0,0.04727272727272727,0.0
36716,332,0,167,167,0,0,0,0,0,14,2,3,2,2,1,2,2,167,28,37,34,19,12,37,13,97,20,15.299999237060547,28,2,0.28,0,15,152,0.0,0.0,0.07784431137724551,0.0
36912,333,0,139,139,0,0,0,0,0,12,2,1,1,2,2,2,2,139,24,21,31,15,12,36,2,50,19,9.800000190734863,29,1,0.24,0,13,126,0.0,0.0,0.014388489208633094,0.0
37352,334,0,251,251,0,0,0,0,0,19,2,3,3,3,3,2,3,251,46,38,64,30,17,56,6,41,19,11.699999809265137,31,2,0.38,0,20,231,0.0,0.0,0.02390438247011952,0.0
37400,335,0,194,194,0,0,0,0,0,12,1,2,2,2,2,2,1,194,37,30,34,25,12,56,2,90,19,13.800000190734863,38,2,0.24,0,13,181,0.0,0.0,0.010309278350515464,0.0
37520,336,0,201,201,0,0,0,0,0,17,2,3,2,1,3,3,3,201,31,37,36,34,15,48,15,47,20,11.5,37,2,0.34,0,18,183,0.0,0.0,0.07462686567164178,0.0
37664,337,0,188,188,0,0,0,0,0,18,2,2,3,3,2,3,3,188,33,47,37,12,16,43,11,62,20,13.40000057220459,25,0,0.36,0,19,169,0.0,0.0,0.05851063829787234,0.0
38004,338,0,151,151,0,0,0,0,0,15,3,2,2,2,3,2,1,151,35,26,23,20,15,32,9,61,19,12.100000381469727,35,2,0.3,0,15,136,0.0,0.0,0.059602649006622516,0.0
38148,339,0,121,121,0,0,0,0,0,9,1,1,2,1,1,1,2,121,27,28,27,12,7,20,1,37,19,7.300000190734863,38,0,0.18,0,10,111,0.0,0.0,0.008264462809917356,0.0
38212,340,0,215,215,0,0,0,0,0,16,3,1,2,3,2,2,3,215,29,41,58,22,16,49,13,78,19,14.199999809265137,28,1,0.32,0,17,198,0.0,0.0,0.06046511627906977,0.0
38216,341,0,174,174,0,0,0,0,0,12,2,2,2,1,2,2,1,174,26,33,41,19,9,46,15,70,20,11.799999237060547,22,0,0.24,0,13,161,0.0,0.0,0.08620689655172414,0.0
38756,342,0,136,136,0,0,0,0,0,12,2,2,1,2,1,2,2,136,24,30,24,15,10,33,9,68,19,11.59999942779541,29,1,0.24,0,13,123,0.0,0.0,0.0661764705882353,0.0
38868,343,0,180,180,0,0,0,0,0,14,2,2,1,2,3,2,2,180,49,39,27,15,11,39,12,104,19,16.0,22,2,0.28,0,15,165,0.0,0.0,0.06666666666666667,0.0
39012,344,0,199,199,0,0,0,0,0,14,2,2,2,2,2,2,2,199,33,35,49,23,12,47,13,64,19,12.0,30,2,0.28,0,15,184,0.0,0.0,0.06532663316582915,0.0
39032,345,0,257,257,0,0,0,0,0,18,3,3,2,3,2,2,3,257,37,57,70,22,15,56,13,52,20,12.5,39,2,0.36,0,19,238,0.0,0.0,0.05058365758754864,0.0
39672,346,0,165,165,0,0,0,0,0,17,3,2,2,2,3,3,2,165,20,25,33,20,16,51,1,67,20,13.5,36,3,0.34,0,18,147,0.0,0.0,0.006060606060606061,0.0
39784,347,0,257,257,0,0,0,0,0,18,3,3,3,3,1,2,3,257,55,56,50,23,18,55,30,64,19,13.600000381469727,36,3,0.36,0,19,238,0.0,0.0,0.11673151750972763,0.0
40140,348,0,117,117,0,0,0,0,0,14,1,2,2,2,2,3,2,117,17,24,23,22,12,19,10,44,20,10.0,40,2,0.28,0,15,102,0.0,0.0,0.08547008547008547,0.0
40156,349,0,322,322,0,0,0,0,0,19,2,3,3,3,2,3,3,322,45,61,75,45,16,80,12,55,20,13.09999942779541,34,2,0.38,0,20,302,0.0,0.0,0.037267080745341616,0.0
40180,350,0,99,99,0,0,0,0,0,12,2,2,1,2,1,2,2,99,10,20,20,9,12,28,2,37,19,8.5,37,0,0.24,0,13,86,0.0,0.0,0.020202020202020204,0.0
40384,351,0,338,338,0,0,0,0,0,18,2,3,3,2,2,3,3,338,80,55,86,39,16,62,25,55,20,12.699999809265137,32,1,0.36,0,19,319,0.0,0.0,0.07396449704142012,0.0
40816,352,0,169,169,0,0,0,0,0,13,2,2,1,2,2,2,2,169,27,35,39,27,11,30,5,79,19,13.09999942779541,34,3,0.26,0,14,155,0.0,0.0,0.029585798816568046,0.0
40920,353,0,191,191,0,0,0,0,0,15,2,2,1,2,2,3,3,191,33,38,48,19,13,40,6,55,20,11.5,34,2,0.3,0,16,175,0.0,0.0,0.031413612565445025,0.0
41240,354,0,265,265,0,0,0,0,0,19,3,3,3,2,3,3,2,265,39,66,64,19,16,61,35,75,20,15.100000381469727,15,1,0.38,0,19,246,0.0,0.0,0.1320754716981132,0.0
41392,355,0,144,144,0,0,0,0,0,15,1,2,2,2,2,3,3,144,18,31,30,17,14,34,2,46,19,10.59999942779541,38,3,0.3,0,16,128,0.0,0.0,0.013888888888888888,0.0
41740,356,0,205,205,0,0,0,0,0,17,3,2,1,3,2,3,3,205,24,51,55,18,15,42,5,63,20,13.09999942779541,32,2,0.34,0,18,187,0.0,0.0,0.024390243902439025,0.0
41832,357,0,362,362,0,0,0,0,0,18,2,1,3,3,3,3,3,362,52,89,75,36,13,97,18,74,20,14.600000381469727,31,3,0.36,0,19,343,0.0,0.0,0.049723756906077346,0.0
42516,358,0,171,171,0,0,0,0,0,12,2,2,2,2,1,2,1,171,26,41,34,13,11,46,7,50,19,9.800000190734863,38,1,0.24,0,13,158,0.0,0.0,0.04093567251461988,0.0
42796,359,0,264,264,0,0,0,0,0,17,2,2,2,3,3,3,2,264,42,67,66,24,13,52,15,69,20,13.699999809265137,29,1,0.34,0,18,246,0.0,0.0,0.056818181818181816,0.0
42820,360,0,395,395,0,0,0,0,0,23,4,3,4,2,4,3,3,395,73,103,84,43,18,74,40,67,20,15.90000057220459,24,2,0.46,0,24,371,0.0,0.0,0.10126582278481013,0.0
43344,361,0,207,207,0,0,0,0,0,14,2,2,2,2,2,1,3,207,38,47,52,18,13,39,4,54,20,11.0,40,1,0.28,0,15,192,0.0,0.0,0.01932367149758454,0.0
43452,362,0,164,164,0,0,0,0,0,15,3,2,2,2,3,1,2,164,24,33,33,21,14,39,2,73,20,13.300000190734863,46,2,0.3,0,16,148,0.0,0.0,0.012195121951219513,0.0
43640,363,0,562,562,0,0,0,0,0,19,3,2,2,3,3,3,3,562,89,143,138,55,15,122,39,46,19,12.200000762939453,34,2,0.38,0,20,542,0.0,0.0,0.0693950177935943,0.0
44088,364,0,317,317,0,0,0,0,0,15,2,2,1,2,3,2,3,317,63,55,63,35,12,89,14,58,20,11.90000057220459,40,2,0.3,0,16,301,0.0,0.0,0.04416403785488959,0.0
44252,365,0,200,200,0,0,0,0,0,13,2,2,2,1,2,2,2,200,31,47,47,26,11,38,3,60,19,11.199999809265137,33,1,0.26,0,14,186,0.0,0.0,0.015,0.0
44272,366,0,232,232,0,0,0,0,0,15,2,2,3,2,2,2,2,232,32,52,50,30,14,54,10,48,20,10.800000190734863,37,1,0.3,0,16,216,0.0,0.0,0.04310344827586207,0.0
45156,367,0,379,379,0,0,0,0,0,18,2,3,3,3,3,3,1,379,59,105,76,40,10,89,17,67,19,13.899999618530273,27,2,0.36,0,18,361,0.0,0.0,0.044854881266490766,0.0
45172,368,0,225,225,0,0,0,0,0,16,2,2,1,3,2,3,3,225,51,54,60,12,13,35,27,93,20,15.700000762939453,24,2,0.32,0,17,208,0.0,0.0,0.12,0.0
45272,369,0,296,296,0,0,0,0,0,15,1,2,3,2,2,2,3,296,53,62,70,24,12,75,15,62,19,12.200000762939453,21,0,0.3,0,16,280,0.0,0.0,0.05067567567567568,0.0
45368,370,0,279,279,0,0,0,0,0,17,2,2,2,3,2,3,3,279,47,47,76,23,13,73,15,51,20,11.90000057220459,39,3,0.34,0,18,261,0.0,0.0,0.053763440860215055,0.0
45872,371,0,175,175,0,0,0,0,0,15,3,2,2,2,3,2,1,175,27,36,36,29,12,35,1,64,20,12.399999618530273,33,0,0.3,0,16,159,0.0,0.0,0.005714285714285714,0.0
46140,372,0,246,246,0,0,0,0,0,14,2,2,2,2,2,2,2,246,52,43,57,16,13,65,4,55,20,11.100000381469727,28,1,0.28,0,15,231,0.0,0.0,0.016260162601626018,0.0
46464,373,0,274,274,0,0,0,0,0,14,2,2,2,2,1,3,2,274,57,58,77,20,13,49,11,55,20,11.100000381469727,31,0,0.28,0,15,259,0.0,0.0,0.040145985401459854,0.0
46496,374,0,306,306,0,0,0,0,0,18,3,2,2,3,2,3,3,306,55,61,71,34,16,69,17,61,20,13.300000190734863,30,1,0.36,0,19,287,0.0,0.0,0.05555555555555555,0.0
47156,375,0,173,173,0,0,0,0,0,15,2,2,2,2,2,3,2,173,36,29,44,23,15,26,6,69,20,12.899999618530273,30,2,0.3,0,15,158,0.0,0.0,0.03468208092485549,0.0
47252,376,0,278,278,0,0,0,0,0,15,1,2,2,2,2,3,3,278,47,61,75,30,13,52,23,45,19,10.5,38,2,0.3,0,16,262,0.0,0.0,0.08273381294964029,0.0
47280,377,0,352,352,0,0,0,0,0,18,3,3,2,3,2,2,3,352,63,77,91,31,16,74,22,47,20,11.90000057220459,29,2,0.36,0,19,333,0.0,0.0,0.0625,0.0
48120,378,0,406,406,0,0,0,0,0,20,3,3,3,3,2,3,3,406,62,86,108,30,16,104,29,49,19,12.899999618530273,22,2,0.4,0,21,385,0.0,0.0,0.07142857142857142,0.0
48568,379,0,329,329,0,0,0,0,0,17,3,2,3,2,3,2,2,329,38,68,88,27,14,94,20,61,20,12.899999618530273,33,2,0.34,0,18,311,0.0,0.0,0.060790273556231005,0.0
48756,380,0,369,369,0,0,0,0,0,20,3,3,2,3,3,3,3,369,59,76,101,32,14,87,50,72,20,15.199999809265137,32,3,0.4,0,21,348,0.0,0.0,0.13550135501355012,0.0
49108,381,0,488,488,0,0,0,0,0,22,3,4,3,4,3,3,2,488,82,103,131,41,18,113,50,58,20,14.600000381469727,23,3,0.44,0,23,465,0.0,0.0,0.10245901639344263,0.0
49220,382,0,163,163,0,0,0,0,0,14,2,3,2,1,2,2,2,163,25,35,41,15,12,35,10,55,20,11.100000381469727,39,1,0.28,0,15,148,0.0,0.0,0.06134969325153374,0.0
49664,383,0,227,227,0,0,0,0,0,12,2,1,2,1,2,2,2,227,36,37,54,19,10,71,16,61,19,10.90000057220459,30,0,0.24,0,13,214,0.0,0.0,0.07048458149779736,0.0
49812,384,0,423,423,0,0,0,0,0,19,3,3,2,3,3,2,3,423,67,113,112,31,16,84,54,64,20,14.0,24,1,0.38,0,20,403,0.0,0.0,0.1276595744680851,0.0
50108,385,0,222,222,0,0,0,0,0,16,2,2,3,3,3,1,2,222,43,46,45,19,15,54,3,39,19,10.299999237060547,35,1,0.32,0,17,205,0.0,0.0,0.013513513513513514,0.0
50556,386,0,362,362,0,0,0,0,0,16,3,2,2,3,2,2,2,362,58,90,98,28,14,74,18,71,19,13.5,29,2,0.32,0,17,345,0.0,0.0,0.049723756906077346,0.0
50656,387,0,211,211,0,0,0,0,0,14,3,2,2,1,2,2,2,211,24,54,55,18,12,48,11,68,20,12.399999618530273,25,2,0.28,0,14,197,0.0,0.0,0.052132701421800945,0.0
50916,388,0,313,313,0,0,0,0,0,14,2,2,2,2,2,2,2,313,58,67,74,28,11,75,12,56,20,11.199999809265137,40,2,0.28,0,15,298,0.0,0.0,0.038338658146964855,0.0
51408,389,0,325,325,0,0,0,0,0,15,2,2,1,3,3,2,2,325,54,81,73,37,11,69,27,72,20,13.200000762939453,21,0,0.3,0,16,309,0.0,0.0,0.08307692307692308,0.0
51732,390,0,204,204,0,0,0,0,0,14,1,2,3,2,2,2,2,204,30,60,51,18,12,33,22,88,20,14.40000057220459,22,0,0.28,0,15,189,0.0,0.0,0.10784313725490197,0.0
51812,391,0,289,289,0,0,0,0,0,16,2,2,3,2,2,2,3,289,57,63,72,24,14,59,21,58,20,12.300000190734863,36,3,0.32,0,16,273,0.0,0.0,0.0726643598615917,0.0
52076,392,0,380,380,0,0,0,0,0,19,3,3,3,2,3,2,3,380,76,91,87,34,18,74,24,58,20,13.40000057220459,35,2,0.38,0,20,360,0.0,0.0,0.06315789473684211,0.0
52536,393,0,282,282,0,0,0,0,0,16,2,2,3,3,2,2,2,282,52,48,68,17,12,85,28,63,20,12.699999809265137,25,2,0.32,0,16,266,0.0,0.0,0.09929078014184398,0.0
52636,394,0,140,140,0,0,0,0,0,13,2,2,2,2,2,2,1,140,19,22,37,11,12,39,3,79,19,13.09999942779541,26,1,0.26,0,14,126,0.0,0.0,0.02142857142857143,0.0
53012,395,0,300,300,0,0,0,0,0,15,2,2,3,2,2,2,2,300,56,78,87,19,10,50,37,73,20,13.300000190734863,45,3,0.3,0,16,284,0.0,0.0,0.12333333333333334,0.0
53584,396,0,463,463,0,0,0,0,0,18,3,3,3,1,2,3,3,463,64,111,124,42,14,108,35,45,19,11.699999809265137,27,1,0.36,0,19,444,0.0,0.0,0.0755939524838013,0.0
53900,397,0,316,316,0,0,0,0,0,16,2,3,2,3,2,1,3,316,53,64,87,28,13,71,19,69,19,13.300000190734863,21,2,0.32,0,17,299,0.0,0.0,0.060126582278481014,0.0
54344,398,0,452,452,0,0,0,0,0,24,3,4,3,4,3,3,4,452,74,119,115,32,21,91,15,71,20,16.69999885559082,27,2,0.48,0,25,427,0.0,0.0,0.033185840707964605,0.0
54492,399,0,227,227,0,0,0,0,0,12,1,1,2,2,2,2,2,227,36,49,59,27,10,46,17,58,19,10.700000762939453,28,1,0.24,0,13,214,0.0,0.0,0.07488986784140969,0.0
54960,400,0,487,487,0,0,0,0,0,23,4,3,4,3,3,4,2,487,87,118,118,53,17,94,51,80,20,17.200000762939453,11,1,0.46,0,24,463,0.0,0.0,0.10472279260780287,0.0
54996,401,0,274,274,0,0,0,0,0,16,3,3,1,2,2,2,3,274,55,63,67,20,14,55,17,77,19,14.09999942779541,36,2,0.32,0,17,257,0.0,0.0,0.06204379562043796,0.0
55264,402,0,230,230,0,0,0,0,0,13,2,2,2,2,1,2,2,230,43,59,45,23,12,48,4,60,19,11.199999809265137,38,1,0.26,0,14,216,0.0,0.0,0.017391304347826087,0.0
55980,403,0,255,255,0,0,0,0,0,16,3,1,2,3,2,2,3,255,44,71,52,29,14,45,13,62,19,12.600000381469727,31,2,0.32,0,17,238,0.0,0.0,0.050980392156862744,0.0
56076,404,0,396,396,0,0,0,0,0,18,3,2,2,3,3,3,2,396,79,83,105,36,16,77,43,72,19,14.40000057220459,17,1,0.36,0,18,378,0.0,0.0,0.10858585858585859,0.0
56180,405,0,296,296,0,0,0,0,0,16,3,2,2,2,3,2,2,296,50,83,57,33,13,60,19,58,19,12.300000190734863,33,2,0.32,0,17,279,0.0,0.0,0.06418918918918919,0.0
56464,406,0,300,300,0,0,0,0,0,17,2,2,3,3,3,2,2,300,50,63,85,25,13,64,24,65,20,13.300000190734863,21,1,0.34,0,18,282,0.0,0.0,0.08,0.0
57200,407,0,184,184,0,0,0,0,0,13,2,2,2,1,2,2,2,184,37,42,36,15,11,43,8,76,19,12.799999237060547,27,1,0.26,0,14,170,0.0,0.0,0.043478260869565216,0.0
57220,408,0,286,286,0,0,0,0,0,12,2,1,2,1,2,2,2,286,51,58,83,37,9,48,39,25,19,7.300000190734863,42,2,0.24,0,13,273,0.0,0.0,0.13636363636363635,0.0
57420,409,0,360,360,0,0,0,0,0,20,3,3,2,3,3,3,3,360,62,72,86,29,18,93,14,48,20,12.799999237060547,32,3,0.4,0,21,339,0.0,0.0,0.03888888888888889,0.0
57744,410,0,391,391,0,0,0,0,0,20,3,3,3,2,3,3,3,391,87,86,102,31,14,71,64,94,20,17.399999618530273,19,3,0.4,0,21,370,0.0,0.0,0.1636828644501279,0.0
58472,411,0,313,313,0,0,0,0,0,15,3,1,2,2,2,2,3,313,35,69,81,34,11,83,9,25,20,8.5,41,2,0.3,0,16,297,0.0,0.0,0.02875399361022364,0.0
58952,412,0,438,438,0,0,0,0,0,19,3,3,3,3,2,2,3,438,79,93,107,39,17,103,28,57,20,13.300000190734863,37,3,0.38,0,20,418,0.0,0.0,0.0639269406392694,0.0
58972,413,0,388,388,0,0,0,0,0,18,3,2,3,3,3,2,2,388,45,93,97,35,14,104,22,51,20,12.300000190734863,35,1,0.36,0,19,369,0.0,0.0,0.05670103092783505,0.0
59244,414,0,375,375,0,0,0,0,0,19,3,1,3,3,3,3,3,375,64,69,123,30,16,73,59,81,20,15.700000762939453,27,3,0.38,0,20,355,0.0,0.0,0.15733333333333333,0.0
59688,415,0,111,111,0,0,0,0,0,10,1,2,2,2,1,0,2,111,20,15,22,19,8,27,1,39,20,7.900000095367432,44,0,0.2,0,11,100,0.0,0.0,0.009009009009009009,0.0
59916,416,0,361,361,0,0,0,0,0,19,3,1,3,3,3,3,3,361,62,71,85,37,18,88,42,58,20,13.5,23,0,0.38,0,20,341,0.0,0.0,0.11634349030470914,0.0
59984,417,0,258,258,0,0,0,0,0,15,2,2,3,2,2,2,2,258,30,71,70,29,11,47,10,93,19,15.299999237060547,18,1,0.3,0,16,242,0.0,0.0,0.03875968992248062,0.0
61072,418,0,289,289,0,0,0,0,0,13,2,2,2,2,2,2,1,289,49,67,68,35,8,62,6,36,20,8.800000190734863,40,2,0.26,0,14,275,0.0,0.0,0.020761245674740483,0.0
