timestep,episode_num,reward,length,won,target_word,guess_count,possible_words_count
2616,436,-20.0,6,False,PLANE,6,1
2636,437,-36.0,6,False,SHELF,6,2
2640,438,-5.3,6,False,EIGHT,6,1
2640,439,-30.2,6,False,START,6,1
2640,440,-29.3,6,False,SPEND,6,1
2660,441,-39.7,6,False,EVENT,6,1
2664,442,-31.5,6,False,MOTOR,6,1
2664,443,-15.3,6,False,FLUID,6,1
2664,444,-27.2,6,False,STAKE,6,1
2684,445,-40.0,6,False,BLIND,6,1
2688,446,-47.8,6,False,TROOP,6,1
2688,447,-37.5,6,False,GUARD,6,1
2688,448,-46.5,6,False,BALLS,6,1
2708,449,-38.1,6,False,DRAFT,6,1
2712,450,-29.4,6,False,MAGIC,6,1
2712,451,-24.9,6,False,TRUCK,6,1
2712,452,-29.6,6,False,PRIME,6,2
2732,453,-31.2,6,False,BIRTH,6,1
2736,454,-38.1,6,False,LEVEL,6,1
2736,455,-13.0,6,False,BRIEF,6,1
2736,456,-22.8,6,False,SANER,6,1
2756,457,-39.2,6,False,THROW,6,1
2760,458,-58.4,6,False,LUNCH,6,1
2760,459,-47.0,6,False,MAYBE,6,1
2760,460,-26.3,6,False,SIGHT,6,1
2780,461,-33.9,6,False,OCCUR,6,1
2784,462,-30.6,6,False,SLANT,6,1
2784,463,-19.7,6,False,CRATE,6,2
2784,464,-27.9,6,False,WOUND,6,2
2804,465,-42.9,6,False,SHALL,6,1
2808,466,-27.9,6,False,BLOOD,6,1
2808,467,-25.2,6,False,GUIDE,6,1
2808,468,-26.0,6,False,COACH,6,1
2828,469,-32.9,6,False,FAITH,6,1
2832,470,-46.0,6,False,BANDS,6,1
2832,471,-53.3,6,False,MIGHT,6,3
2832,472,-37.8,6,False,LEAVE,6,1
2840,473,132.4,2,False,SCENE,2,1
2852,474,-22.2,6,False,PHONE,6,1
2856,475,-25.9,6,False,MEDIA,6,1
2856,476,-25.8,6,False,STEEL,6,1
2864,477,-32.4,6,False,APPLE,6,1
2876,478,-27.9,6,False,WORST,6,1
2880,479,-39.3,6,False,STILL,6,1
2880,480,-15.9,6,False,SLATE,6,1
2888,481,-40.9,6,False,DOZEN,6,1
2900,482,-35.6,6,False,COURT,6,1
2904,483,-33.5,6,False,GRANT,6,1
2904,484,-26.7,6,False,HEART,6,1
2912,485,-45.3,6,False,SKILL,6,1
2924,486,-20.9,6,False,BOATS,6,1
2928,487,-21.1,6,False,LIMIT,6,1
2928,488,-29.1,6,False,TRUST,6,1
2936,489,-32.6,6,False,OUGHT,6,1
2948,490,-48.6,6,False,USUAL,6,1
2952,491,-28.9,6,False,METAL,6,1
2952,492,-36.1,6,False,BENCH,6,1
2960,493,-32.4,6,False,ANGEL,6,1
2972,494,-36.2,6,False,BEGAN,6,1
2976,495,-39.3,6,False,PETER,6,1
2976,496,-39.5,6,False,SMOKE,6,1
2984,497,-29.2,6,False,TAXES,6,1
2996,498,-36.3,6,False,ANGRY,6,1
3000,499,-34.5,6,False,CRANE,6,1
3000,500,-30.6,6,False,WOMEN,6,1
3008,501,-28.6,6,False,GROSS,6,1
3012,502,104.8,1,False,SIXTH,1,1
3020,503,-25.6,6,False,DRIVE,6,1
3024,504,-3.8,6,False,STATE,6,1
3024,505,-60.2,6,False,CLOCK,6,1
3036,506,-45.1,6,False,STICK,6,1
3044,507,-27.2,6,False,PIECE,6,1
3048,508,-42.5,6,False,POUND,6,1
3048,509,-40.1,6,False,CLIMB,6,1
3060,510,-56.8,6,False,ENJOY,6,1
3068,511,-40.5,6,False,JOINT,6,2
3072,512,-35.6,6,False,LOGIC,6,1
3072,513,4.0,6,False,TRACE,6,1
3084,514,-32.0,6,False,BUILT,6,1
3092,515,-38.5,6,False,ASIDE,6,1
3096,516,-17.1,6,False,DELAY,6,1
3096,517,-9.0,6,False,FLASH,6,1
3108,518,-16.7,6,False,TREND,6,1
3116,519,-37.6,6,False,CLOTH,6,1
3120,520,-56.4,6,False,PROUD,6,1
3120,521,-25.0,6,False,BEING,6,1
3132,522,-13.5,6,False,AROSE,6,1
3140,523,-29.8,6,False,SHOWN,6,1
3144,524,-37.0,6,False,ENTRY,6,1
3144,525,-17.5,6,False,GRAND,6,3
3156,526,-34.5,6,False,PROUD,6,1
3164,527,-30.5,6,False,HENRY,6,1
3168,528,-12.1,6,False,LEARN,6,1
3168,529,-16.7,6,False,CABLE,6,1
3180,530,-49.5,6,False,RADIO,6,2
3188,531,-25.3,6,False,MIXED,6,1
3192,532,-26.7,6,False,IMAGE,6,1
3192,533,-36.9,6,False,LAUGH,6,1
3200,534,120.9,2,False,LOOSE,2,1
3204,535,-26.0,6,False,DOZEN,6,1
3212,536,-36.7,6,False,APART,6,1
3216,537,-33.0,6,False,DOZEN,6,1
3224,538,-31.4,6,False,SMILE,6,1
3228,539,-50.3,6,False,PHOTO,6,1
3236,540,-0.5,6,False,ALERT,6,1
3240,541,-39.1,6,False,ASSET,6,1
3248,542,-19.6,6,False,ASIDE,6,1
3252,543,-8.9,6,False,DRANK,6,1
3260,544,13.5,6,False,TRACE,6,1
3264,545,-30.0,6,False,MORAL,6,2
3272,546,-41.3,6,False,UNION,6,1
3276,547,-12.6,6,False,CARRY,6,1
3284,548,-26.3,6,False,TRUNK,6,1
3288,549,-30.6,6,False,BASIS,6,1
3296,550,-54.2,6,False,TOUGH,6,1
3300,551,-15.3,6,False,GRADE,6,1
3308,552,-43.9,6,False,HAPPY,6,1
3312,553,-26.6,6,False,SPORT,6,1
3320,554,-16.6,6,False,GRAND,6,1
3324,555,-28.5,6,False,DANCE,6,1
3332,556,-47.0,6,False,INDEX,6,1
3336,557,-18.5,6,False,CRIME,6,1
3344,558,-17.6,6,False,SOLID,6,1
3348,559,-42.0,6,False,CARGO,6,1
3356,560,-44.6,6,False,TIGHT,6,4
3360,561,-56.4,6,False,INPUT,6,1
3368,562,-48.1,6,False,WORTH,6,2
3372,563,-10.3,6,False,STYLE,6,1
3380,564,-23.6,6,False,POINT,6,1
3384,565,-38.0,6,False,GUEST,6,1
3392,566,-32.9,6,False,MAKER,6,1
3396,567,-29.3,6,False,GREAT,6,1
3404,568,-41.1,6,False,DANCE,6,1
3408,569,-17.2,6,False,SCORE,6,1
3416,570,-36.5,6,False,UNITY,6,1
3420,571,-19.3,6,False,SPOKE,6,2
3428,572,-2.9,6,False,SHALL,6,1
